text_ tokens,hashtags,tweet_id,present_media,present_links,present_domains,tweet_type,language,tweet_timestamp,engaged_with_user_id,engaged_with_user_follower_count,engaged_with_user_following_count,engaged_with_user_is_verified,engaged_with_user_account_creation,enaging_user_id,enaging_user_follower_count,enaging_user_following_count,enaging_user_is_verified,enaging_user_account_creation,engagee_follows_engager
"[101, 12592, 23627, 137, 41525, 11127, 11369, 30297, 10165, 46267, 10112, 10114, 12888, 13486, 25121, 10160, 11424, 119, 119, 119, 83896, 131, 42816, 14245, 10107, 11101, 118, 12000, 10616, 26762, 35885, 10230, 18814, 10146, 41525, 11127, 13924, 11676, 10114, 20304, 47529, 14988, 11949, 14120, 131, 120, 120, 188, 119, 11170, 120, 190, 11396, 20712, 10157, 12396, 12674, 11259, 10477, 10350, 102]",[''],004B49C55FDBF62C4A6664084CE3B982,[''],['88712221226DABC7EF94343B3F859AC7'],['5E05C0C3CE50CC40DCD95CEC53C45483'],TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581257802,5D527E95036D95CB85B094C4A571C4F7,4357663,1414,true,1240607913,000024E52825D248DDAB9884DC0BD758,205,86,false,1402661478,false
"[101, 10747, 10124, 56237, 41939, 10627, 102]",[''],7E0472DEA8742FA531BD54B9B7B5861C,[''],[''],[''],Quote,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581280313,7F0B50CA6E550F9E50925EF81D62D87B,607918,3448,true,1417185508,00002F72BEAEE4940685C86600211BFF,26,527,false,1501621015,false
"[101, 10224, 183, 78468, 65716, 104023, 10104, 10109, 12320, 10104, 60005, 10354, 10333, 10549, 10126, 13543, 100898, 10173, 10198, 17015, 88406, 89423, 13771, 62330, 10229, 10547, 15762, 14184, 10110, 10125, 11501, 14104, 10104, 137, 13137, 43161, 11273, 35066, 119, 108, 25474, 40476, 10731, 11233, 10858, 10263, 11779, 10310, 14120, 131, 120, 120, 188, 119, 11170, 120, 175, 11259, 10477, 54685, 13274, 11537, 10976, 102]",['5D04E8081ED4E39791C1CD0EF3D57089'],D025C7BABE3BA39D406548F50FE09507,['Photo'],[''],[''],TopLevel,06D61DCBBE938971E1EA0C38BD9B5446,1581287338,E6A971DBF1875C8C2F55FDA4E5216B4B,55789,159,false,1388439221,00003106185A9399D0A102A1175634DD,7,214,false,1574430525,false
"[101, 10911, 10944, 10341, 10104, 10192, 21267, 24256, 102]",[''],F5A6D109127ED98439654B32E9113696,[''],[''],[''],TopLevel,06D61DCBBE938971E1EA0C38BD9B5446,1581547465,44C17E37DE48922626284A60D4845583,43835,518,false,1510857095,00003106185A9399D0A102A1175634DD,7,214,false,1574430525,false
"[101, 1904, 16838, 25204, 17575, 108247, 58755, 21451, 26554, 67946, 14244, 10759, 2179, 5755, 14120, 131, 120, 120, 188, 119, 11170, 120, 95278, 10729, 11127, 13264, 54889, 19282, 11396, 102]",[''],3FE7F0499CAE71C2F8D921BEA18AE8EA,['Photo'],[''],[''],TopLevel,22C448FF81263D4BAF2A176145EE9EAD,1581087363,3B6D0C10CE29CA92839A2725FFFEB3D2,642,237,false,1472171979,00003BDD2E56C84AADF740B145F154E1,195,153,false,1463084679,true
"[101, 10159, 24081, 10104, 52143, 36848, 12333, 10183, 16488, 10104, 19911, 12964, 131, 107, 11741, 10125, 85455, 65896, 30709, 10178, 38154, 18678, 64202, 117, 25235, 14184, 16627, 10836, 13386, 10109, 31910, 10605, 10355, 34304, 10109, 16488, 10104, 10182, 101921, 107, 14120, 131, 120, 120, 188, 119, 11170, 120, 150, 10418, 11274, 11127, 11373, 10116, 12674, 27012, 10115, 21434, 117, 10196, 10543, 10121, 17339, 18574, 10121, 10182, 171, 19534, 10127, 137, 30386, 20193, 10237, 28866, 96729, 10115, 169, 137, 52143, 10457, 10253, 12806, 10284, 100, 102]",[''],2FEA5A0E496EEC58C75133B54585A33C,[''],['DAEB2C7037491726E763E0FF571BA1E2'],['7432C0214F1CEFBE95556BF41D30B24E'],TopLevel,06D61DCBBE938971E1EA0C38BD9B5446,1581349736,A9B5027CF8713F3761359FAAEF37808F,13517,9241,false,1546266175,00003E6CE47A2F6992901FA83F253C68,1147,1038,false,1266187322,true
"[101, 11289, 51500, 61808, 40881, 10107, 41217, 10115, 55040, 10121, 54178, 32456, 10104, 10285, 12678, 32009, 10107, 10220, 36958, 36017, 10129, 11926, 10104, 11357, 28167, 10107, 14120, 131, 120, 120, 188, 119, 11170, 120, 146, 13379, 11403, 10738, 11703, 10305, 11403, 12022, 10237, 14120, 131, 120, 120, 188, 119, 11170, 120, 189, 105512, 10112, 11369, 11733, 10418, 10874, 11490, 10157, 102]",[''],04EA69A4A11C640558C61F11D4FD95A8,['Photo'],['6D95C6A5ED2B7AD6EE94EB246E6D9E7A'],['BBA1D3359A23689C6783652EA73B12BA'],TopLevel,06D61DCBBE938971E1EA0C38BD9B5446,1581379210,BAC895206F93E08AF4CB5F299B2DCECE,396718,276790,false,1366916016,00004738D8E7F0BA5FED0F1D4C3096D0,453,702,false,1382736722,false
"[101, 14516, 24516, 10169, 10105, 62705, 106, 136, 119, 119, 108, 31226, 53398, 11305, 131, 100, 137, 81259, 11779, 32830, 18515, 14987, 137, 95274, 11565, 27521, 10165, 106, 14120, 131, 120, 120, 188, 119, 11170, 120, 194, 11703, 11281, 10115, 99997, 10457, 11517, 11263, 102]",['8DB4A909A344F89A0D6E387B313AC255'],D7B4063A85B5DED335EA73B784941B12,['Video'],[''],[''],TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581455640,88F1F44BCFD513CFB26990CB58CC6E1C,7392263,15223,true,1179072660,000048A783B8D6B81BD99BBF2AED63F6,62,292,false,1440609052,false
"[101, 164, 70023, 11281, 109023, 166, 8924, 18622, 78136, 18622, 10686, 111692, 8925, 47181, 10459, 8896, 105197, 118988, 108, 9998, 48210, 119, 119, 9568, 96279, 21611, 9670, 30005, 8898, 14646, 35506, 9730, 15184, 119060, 119, 70023, 11281, 109023, 9258, 16323, 113, 9460, 114, 9663, 118738, 129, 14040, 119, 119, 108, 9665, 30842, 32537, 108, 9657, 12092, 25486, 108, 70023, 11281, 168, 109023, 108, 150, 12978, 119, 108, 89829, 76611, 10376, 108, 9561, 119412, 17342, 119193, 108, 9625, 14863, 48210, 108, 9425, 18778, 17138, 14120, 131, 120, 120, 188, 119, 11170, 120, 12187, 11281, 62026, 11779, 11481, 11517, 11011, 102]","['86B77E54DFB376CDE4DFE69A655D9A5C', 'C1A5B1915950DBD59EEDCC2B321F7450', '23F06C08C5A5ADEA848316D008B4C13F', '7F055D78E1FD8B949B769AA0FEB95784', '4AA6F595615E6E95B1CCACEF38D28F2B', '82B89F433D71CA2EB6E0F1DC586629B8', 'DE56DCA44807AF2CFA690CEE07E132E9', 'FA96AE1C477379A0F9894F596C9EAABF', 'DDD3E87E71FE3A72289F7310F99EABC8']",8C8A0ECBDE46FAC5843682DB17869914,['GIF'],[''],[''],TopLevel,125C57F4FA6D4E110983FB11B52EFD4E,1581411600,B47C5DB4DA451F74A2157F3E4ECBF233,2725177,22193,true,1268632384,00004DBAAD84214C1F47AA0FB8249C65,30,239,false,1542416566,false
"[101, 4458, 7697, 39316, 3397, 2227, 1948, 56903, 12236, 3204, 5899, 100, 119, 119, 11332, 3740, 4388, 1946, 6621, 2534, 1912, 4678, 1923, 18628, 12236, 6712, 1923, 18628, 12236, 5755, 2072, 4504, 3898, 32574, 7685, 19945, 2259, 12290, 2259, 2854, 1942, 27607, 1881, 4476, 3740, 1943, 20058, 18825, 108247, 10634, 2179, 1943, 3489, 1915, 11662, 101628, 22946, 119, 2187, 3770, 1966, 7231, 1911, 10634, 3792, 1943, 19973, 74736, 4814, 14813, 8287, 1976, 15355, 31441, 55815, 6670, 1981, 22946, 4335, 77509, 2456, 1943, 5600, 1963, 2527, 11592, 15221, 16838, 53106, 27607, 1881, 4475, 4870, 1915, 50508, 38352, 106975, 25204, 8406, 1906, 14803, 53106, 102]",[''],57C640CD8F74009AFE726E68AA8A8E34,[''],[''],[''],TopLevel,22C448FF81263D4BAF2A176145EE9EAD,1581410419,04F1FD44EC40EA2BE0E7B394A3FD87D1,37830,410,false,1509934076,000052A15379C6F0E773C515BBAB154B,150,135,false,1497082703,false
"[101, 187, 14394, 12011, 108, 11750, 10731, 14394, 11369, 11942, 14120, 131, 120, 120, 188, 119, 11170, 120, 172, 10738, 15417, 11779, 11011, 11537, 11166, 12396, 10729, 10738, 102]",['EA525D0766DED6EEAE275458256FFAAC'],09C27B3B3F05ACBA95B748FC2659DCBD,['Photo'],[''],[''],TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581326097,62BDF6115A75E53FAB212D6A2A41AD9F,23792379,130,true,1309156376,0000559CE236593274DD1AFE6308E80D,3,138,false,1564877173,false
"[101, 143, 89922, 11273, 12022, 52188, 14703, 106, 106, 106, 106, 106, 102]",[''],8B97363C8BE280F19BF5EA1DA55776DF,[''],[''],[''],TopLevel,B9175601E87101A984A50F8A62A1C374,1581300913,33B58C9E732D8C643FEC0D2D80053B63,809190,38,true,1475421062,00005605C8A49318D4A93B42F386CB24,28,82,false,1499598628,false
"[101, 56898, 137, 10164, 10157, 10637, 28415, 14193, 131, 17995, 23607, 10106, 10105, 14009, 14120, 131, 120, 120, 188, 119, 11170, 120, 174, 11779, 10729, 11281, 12572, 10874, 15417, 10729, 11281, 102]",[''],C603196B9CBB6F5409BF51F85AA0322F,['Photo'],[''],[''],Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581400938,AEAA4FFD7D11F3A029D59472B8F7E6F6,1668,390,false,1325196278,000056ACCF9934AA28F945F9DCA38A28,912,631,false,1310492900,false
"[101, 56898, 137, 21484, 40476, 168, 16512, 15561, 131, 137, 11938, 11530, 10320, 13331, 16107, 10638, 145, 38423, 11127, 14703, 139, 73522, 109166, 36382, 14703, 46291, 10738, 65729, 53668, 100673, 71020, 100673, 106, 91327, 13028, 10142, 10435, 20442, 72711, 68699, 10111, 10142, 14794, 25578, 16357, 10114, 101986, 10123, 10911, 10169, 100, 102]",[''],625AD58F3910CDEF59D8A4FB7789BE54,[''],[''],[''],Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581096905,527F00FAC47845362EBD8171C3927D2A,18279,3571,false,1435779494,000056E88CB7A280496EF3F6EE8A68A2,576,1877,false,1358194085,false
"[101, 7752, 1943, 2667, 100, 4678, 1939, 22445, 1882, 3268, 40710, 96575, 6207, 43147, 30880, 1882, 5719, 4704, 1943, 4279, 82104, 1881, 5719, 4704, 1943, 3910, 11592, 8373, 17984, 5407, 7220, 1912, 2072, 1936, 6207, 43147, 53106, 1882, 1919, 27843, 11662, 2773, 1924, 5407, 1947, 13291, 22526, 2150, 3670, 1940, 2259, 1976, 27058, 47359, 18628, 1882, 11937, 4333, 61143, 3910, 12531, 5407, 7220, 1946, 3268, 40710, 11312, 35272, 28224, 27849, 1882, 11831, 5407, 7220, 1912, 7143, 22809, 21665, 2187, 4348, 14218, 10055, 1962, 28224, 25204, 3619, 1920, 5605, 3906, 1939, 16838, 53106, 1882, 1921, 111787, 2397, 7762, 1940, 6207, 43147, 11377, 3268, 1965, 27058, 47359, 18628, 15752, 10083, 108, 1913, 61495, 18628, 10634, 28224, 18628, 102]",['57BDABF6E201A2D0B6C7652379FABEEE'],558CAF543304741E670682E4F6CDA1CC,[''],[''],[''],TopLevel,22C448FF81263D4BAF2A176145EE9EAD,1581129521,8397BF026AF4CD632EBB10441B55A22F,830,858,false,1267298029,00005B5734CD2CB88CBD541ADEBA0F4F,248,391,false,1292752814,true
"[101, 56898, 137, 178, 11781, 11496, 10884, 11305, 131, 100, 9604, 11102, 9927, 118878, 100, 63783, 100, 9487, 22200, 9812, 11261, 16439, 42144, 10739, 30873, 12605, 100, 9603, 12965, 9511, 59894, 8896, 12508, 11102, 9751, 12638, 14423, 14120, 131, 120, 120, 188, 119, 11170, 120, 13898, 14703, 57462, 10477, 36220, 9596, 136, 9604, 11102, 119399, 118878, 10622, 9604, 11102, 119399, 118878, 10739, 59894, 118940, 14523, 136, 102]",[''],6E765C68E640172983B986FF0F81AAEF,[''],['41DD3CDA748D3F95900DF8E69965DE6C'],['D0A12E9B144295D771A6A6D058337F65'],Retweet,125C57F4FA6D4E110983FB11B52EFD4E,1581348674,CB90F0E816A7D3E77DBFB339E4610F8A,2845,1389,false,1446776209,00005BD9676C7C12A80E686070A180BD,119,205,false,1566636367,false
"[101, 9665, 17342, 12092, 17342, 8982, 119440, 11261, 9321, 14423, 136, 14120, 131, 120, 120, 188, 119, 11170, 120, 71203, 10161, 11703, 10738, 10575, 11537, 10113, 11211, 11490, 102]",[''],EB0DA81CD5B99FBE058246EAC0742195,[''],['B497B078A425F063BE8B8184C4A045AE'],['2372BBFD14F5D52000DD50D9979F0238'],TopLevel,125C57F4FA6D4E110983FB11B52EFD4E,1581340359,B57A519D7350C469BE17C216702CFBE6,1194,554,false,1560007413,00005BD9676C7C12A80E686070A180BD,135,216,false,1566636367,false
"[101, 56898, 137, 40138, 10451, 29711, 131, 16285, 93155, 16889, 48261, 21722, 16453, 10143, 39210, 10219, 10143, 39210, 10219, 16285, 93155, 20263, 17312, 10147, 102]",[''],A1425F933571718955E1AAEC854DA852,[''],[''],[''],Retweet,4DC22C3F31C5C43721E6B5815A595ED6,1581028825,C02C11DE36670541B5635A6F41507AF8,137,78,false,1513375667,0000604F58E21BDF742627B255051898,2966,132,false,1331641518,true
"[101, 56898, 137, 14820, 10171, 11090, 71189, 131, 39728, 12014, 10114, 10105, 100, 10111, 17446, 10588, 100, 187, 10201, 57318, 10115, 12410, 48938, 100, 119, 119, 137, 51521, 24093, 10124, 12014, 40138, 106, 106, 14120, 131, 120, 120, 188, 119, 11170, 120, 11895, 12674, 10350, 11259, 11305, 15417, 10162, 53166, 102]",[''],110DB9850A34F0200D25300A8663A389,['Photo'],[''],[''],Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581460631,FA1EC9DCA5817006879B158754F43140,245840,1040,true,1343764739,000069D01B8EC1FD9A48263FDB468376,1,12,false,1566392345,false
"[101, 11916, 31097, 10129, 19501, 82064, 19325, 119, 119, 119, 141, 18913, 46503, 10419, 11524, 43349, 157, 11369, 11772, 13897, 34147, 11608, 79346, 13055, 12819, 52065, 10305, 117, 34654, 26925, 19423, 10113, 21110, 31268, 55640, 55538, 10261, 10466, 60064, 18932, 46503, 13406, 24063, 18369, 22144, 12545, 43349, 157, 11369, 100, 11023, 16600, 10113, 91118, 119, 102]",[''],D00CF57ED6E0752FED518CF59D065303,[''],[''],[''],TopLevel,4DC22C3F31C5C43721E6B5815A595ED6,1581179938,198A9899CA12F174FC985C7069C2656B,5004762,12,true,1310192977,00006CD682597133D8F6FA53F2166104,10,72,false,1546435256,false
"[101, 56898, 137, 44426, 12396, 33145, 19029, 131, 19416, 16889, 10354, 12820, 23361, 10226, 14105, 16586, 10108, 10105, 16903, 10114, 75877, 119, 19220, 54981, 119, 14120, 131, 120, 120, 188, 119, 11170, 120, 65118, 15417, 10729, 27012, 11373, 10157, 10729, 10138, 102]",[''],10BA33D3451885CEB2554F9B80A7E070,['Video'],[''],[''],Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581111589,2F702AE155428A64A72E1EE5374D852A,34,309,false,1495324552,000070C0F36BA84C3F1030FE5064834E,522,397,false,1388898769,true
"[101, 137, 70447, 10731, 168, 188, 10874, 10123, 10124, 21610, 10400, 117, 18549, 10157, 10111, 16138, 10454, 108, 177, 12396, 34321, 10123, 11274, 36545, 100, 102]",['0C262F0DB4032AE0B26F1E28B9291F34'],309590775D9145876EB5B10F300B4C70,[''],[''],[''],TopLevel,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581214755,48940449BD112BC9CCF08497170CBB2A,103,244,false,1383492320,00007622B2D4B1996E605EFD2546F844,50,122,false,1548377629,true
"[101, 56898, 137, 29856, 24489, 87372, 11211, 131, 17216, 10898, 5435, 6621, 1946, 3800, 1976, 5407, 8198, 4790, 2014, 35757, 11377, 3642, 2468, 15253, 5712, 3175, 20693, 2965, 12309, 1882, 11831, 5857, 5824, 1963, 99827, 22946, 21462, 35757, 11377, 48347, 57743, 25071, 21451, 7418, 3601, 43337, 2198, 24418, 25204, 18825, 11662, 1881, 1941, 28442, 68375, 6406, 1913, 3800, 39212, 13291, 20305, 27528, 10634, 4791, 5876, 1921, 12236, 2246, 6406, 1980, 4297, 27144, 18825, 58174, 18767, 39862, 1882, 3800, 1976, 5407, 8198, 4790, 1947, 5712, 7762, 8253, 3405, 6457, 4870, 7768, 1946, 3874, 8406, 1882, 2527, 1931, 18767, 7431, 1907, 22946, 1882, 10556, 100, 102]",[''],6AB59860924CCB7FB352F0E4D2D47997,[''],[''],[''],Retweet,22C448FF81263D4BAF2A176145EE9EAD,1581374367,02FE74934CC2CEEEC4B821064FACC574,487,704,false,1309789938,00007745A6EE969F1A0F44B10DC17671,268,526,false,1252294800,true
"[101, 11589, 21387, 10116, 10293, 24250, 119, 119, 119, 119, 119, 62825, 14169, 119, 62825, 94160, 61620, 119, 62825, 61647, 119, 119, 40869, 12818, 183, 16910, 10149, 17665, 119, 14120, 131, 120, 120, 188, 119, 11170, 120, 130, 13966, 10371, 10575, 11166, 14703, 10162, 24093, 14120, 131, 120, 120, 188, 119, 11170, 120, 179, 11090, 10457, 10929, 10410, 11403, 11166, 36742, 10884, 102]",[''],B9BA3872A3F103D29ED914217C2313C2,['Photo'],['D7BA8D1BE90C19C024DE060DEE6D0E95'],['E91CDEC8DC7ABF30592FA024616FF970'],TopLevel,ECED8A16BE2A5E8871FD55F4842F16B1,1581004764,18D1A804DE99C1F10F92DDD801444AC0,41797,998,true,1274319438,00007B497C8B8394467CEE7E9742915C,577,462,false,1490375153,false
"[101, 56898, 137, 89822, 17641, 10679, 131, 10841, 20442, 12211, 10477, 10477, 15042, 18923, 10708, 169, 93309, 10129, 131, 114, 114, 102]",[''],7A3ED879931C1D837A8AEB049F5515EC,[''],[''],[''],Retweet,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581294023,C0A200F104C5E95CF1CE9EE42EBC697F,1011,321,false,1549168086,00007BC11963485D5BA0542FE4A1AB71,57,96,false,1511064459,false
"[101, 87519, 119, 50133, 13028, 10262, 10526, 10135, 169, 11005, 72453, 26044, 10692, 136, 100, 102]",[''],CD7CAD07D311336E4E711D77610E533E,[''],[''],[''],Quote,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581491951,68FB35248C87BC9F9A9A932B3B419F26,270,303,false,1467638414,00007BC11963485D5BA0542FE4A1AB71,57,96,false,1511064459,true
"[101, 22091, 10114, 12888, 13028, 11155, 106, 106, 102]",[''],45B2C8AFF1E486E84D4E871DC0837D7D,[''],[''],[''],Quote,D3164C7FBCF2565DDF915B1B3AEFB1DC,1581277400,365FF957663DE9781D620AEE675B3D19,1687,2440,false,1314188230,00008068CE06231116E5C6E95769ABBB,310,725,false,1297454400,false
"[101, 82476, 11395, 13605, 10153, 47501, 119, 119, 24165, 10406, 18958, 10133, 10631, 183, 25923, 10465, 136, 14120, 131, 120, 120, 188, 119, 11170, 120, 185, 10929, 10112, 11166, 11233, 12674, 50659, 10133, 102]",[''],4D29E78C6D6D2892ADBDBE3DE387DA74,['Photo'],[''],[''],TopLevel,06D61DCBBE938971E1EA0C38BD9B5446,1581018816,2AA5A61B88BE3DE668DC6B10535F2636,2239,1545,false,1560048705,000087B33602940BAA79A05E9A0C4798,993,899,false,1533851297,true
